Part,SN,Config,NO.,Mode,Gloss1,Gloss2,"Gloss_avg1,2",Gloss3,Gloss4,L1.D65,A1.D65,B1.D65,L1.F2,A1.F2,B1.F2,L1.A,A1.A,B1.A,L2.D65,A2.D65,B2.D65,L2.F2,A2.F2,B2.F2,L2.A,A2.A,B2.A,Lvalue,Avalue,Bvalue,"L.F2_avg1,2","A.F2_avg1,2","B.F2_avg1,2","L.A_avg1,2","A.A_avg1,2","B.A_avg1,2",L3.D65,A3.D65,B3.D65,L3.F2,A3.F2,B3.F2,L3.A,A3.A,B3.A,L4.D65,A4.D65,B4.D65,L4.F2,A4.F2,B4.F2,L4.A,A4.A,B4.A,F,Config 2,Items,dye1,dye2,Temp,Time,Na2SO4 (g/L),Dyeing pH,DE*cmc
Kickstand,MJS0000066250751,11,117,SCI,12.97,12.52,12.745,11.92,12.27,85.92,4.04,3.25,86.34,2.53,3.69,86.61,4.43,4.67,86.08,3.98,3.22,86.5,2.49,3.67,86.77,4.35,4.63,86,4.01,3.235,86.42,2.51,3.68,86.69,4.39,4.65,85.57,4.3,3.64,86.04,2.67,4.14,86.33,4.72,5.18,85.56,4.33,3.52,86.02,2.69,4,86.31,4.74,5.06,11.8,11,−++−,0.2,0.048,16,5.6,1,6.8,3.71
Kickstand,MJS0000066250572,11,118,SCI,12.82,12.45,12.635,11.53,11.84,85.76,4.18,3.22,86.18,2.63,3.66,86.47,4.57,4.68,85.94,4.11,3.28,86.37,2.58,3.74,86.65,4.49,4.73,85.85,4.145,3.25,86.275,2.605,3.7,86.56,4.53,4.705,85.36,4.38,3.78,85.85,2.72,4.3,86.14,4.83,5.37,85.28,4.43,3.68,85.76,2.75,4.19,86.06,4.87,5.26,11.7,11,−++−,0.2,0.048,16,5.6,1,6.8,3.81
Kickstand,MJS0000066030893,11,119,SCI,13.2,12.73,12.965,11.7,12.05,86.01,4.04,3.14,86.42,2.54,3.57,86.7,4.41,4.55,86.15,4.02,3.12,86.57,2.53,3.55,86.84,4.38,4.54,86.08,4.03,3.13,86.495,2.535,3.56,86.77,4.395,4.545,85.48,4.37,3.66,85.95,2.72,4.16,86.24,4.8,5.23,85.51,4.36,3.53,85.98,2.71,4,86.27,4.77,5.07,11.8,11,−++−,0.2,0.048,16,5.6,1,6.8,3.9
Kickstand,MJS0000066030880,11,120,SCI,12.32,12.14,12.23,11.25,11.91,85.84,4.1,3.15,86.26,2.57,3.58,86.54,4.48,4.58,86.13,3.93,3.08,86.55,2.47,3.51,86.81,4.29,4.46,85.985,4.015,3.115,86.405,2.52,3.545,86.675,4.385,4.52,85.54,4.22,3.44,85.99,2.63,3.92,86.27,4.62,4.95,85.58,4.24,3.4,86.03,2.64,3.87,86.32,4.65,4.9,11.5,11,−++−,0.2,0.048,16,5.6,1,6.8,3.91
Bucket,MJS0000067100700,11,121,SCI,12.88,13.05,12.965,13.8,13.7,86.13,4.22,3.37,86.58,2.63,3.84,86.87,4.61,4.88,86.1,4.25,3.35,86.54,2.65,3.81,86.83,4.63,4.86,86.115,4.235,3.36,86.56,2.64,3.825,86.85,4.62,4.87,84.9,4.26,3.73,85.38,2.64,4.26,85.67,4.7,5.27,84.03,4.4,4.03,84.53,2.7,4.59,84.82,4.86,5.64,11.3,11,−++−,0.2,0.048,16,5.6,1,6.8,3.72
Bucket,MJS0000067241137,11,122,SCI,12.2,12.7,12.45,13.1,12.9,86.09,4.19,3.31,86.53,2.61,3.77,86.81,4.57,4.81,86.12,4.21,3.3,86.57,2.62,3.76,86.85,4.57,4.79,86.105,4.2,3.305,86.55,2.615,3.765,86.83,4.57,4.8,85.05,4.42,3.86,85.55,2.72,4.4,85.85,4.85,5.46,84.79,4.46,4.08,85.3,2.73,4.65,85.6,4.93,5.72,10.6,11,−++−,0.2,0.048,16,5.6,1,6.8,3.77
Bucket,MJS0000067241079,11,123,SCI,12.5,12.62,12.56,12.9,13.5,86.21,4.19,3.27,86.65,2.61,3.73,86.94,4.56,4.77,86.2,4.22,3.26,86.64,2.62,3.72,86.92,4.57,4.76,86.205,4.205,3.265,86.645,2.615,3.725,86.93,4.565,4.765,85.18,4.4,3.97,85.68,2.7,4.52,85.98,4.84,5.58,85.29,4.41,4.04,85.8,2.69,4.6,86.09,4.85,5.66,11.2,11,−++−,0.2,0.048,16,5.6,1,6.8,3.84
Bucket,MJS0000067241109,11,124,SCI,13.07,13.15,13.11,13.5,14.2,86.29,4.06,3.22,86.72,2.53,3.67,86.99,4.43,4.67,86.23,4.14,3.25,86.67,2.58,3.71,86.95,4.5,4.73,86.26,4.1,3.235,86.695,2.555,3.69,86.97,4.465,4.7,85.16,4.31,3.76,85.65,2.67,4.28,85.94,4.74,5.31,85.06,4.47,3.92,85.56,2.75,4.46,85.86,4.92,5.54,11.2,11,−++−,0.2,0.048,16,5.6,1,6.8,3.79
Bucket,MJS0000067100655,11,125,SCI,12.33,12.92,12.625,12,13.2,86.03,4.16,3.29,86.47,2.59,3.74,86.75,4.54,4.78,86.06,4.18,3.29,86.5,2.61,3.74,86.79,4.55,4.77,86.045,4.17,3.29,86.485,2.6,3.74,86.77,4.545,4.775,84.08,4.43,3.98,84.58,2.73,4.53,84.88,4.9,5.58,84.12,4.46,4.11,84.63,2.73,4.69,84.92,4.93,5.75,10.5,11,−++−,0.2,0.048,16,5.6,1,6.8,3.77
Bucket,MJS0000067240227,11,126,SCI,11.85,12.35,12.1,12.6,13,86.05,4.17,3.28,86.48,2.6,3.74,86.77,4.56,4.77,86.17,4.11,3.18,86.59,2.57,3.61,86.87,4.48,4.63,86.11,4.14,3.23,86.535,2.585,3.675,86.82,4.52,4.7,84.44,4.45,4.01,84.94,2.74,4.57,85.24,4.92,5.62,83.98,4.42,3.96,84.47,2.71,4.51,84.77,4.88,5.56,11,11,−++−,0.2,0.048,16,5.6,1,6.8,3.84
Kickstand,MJS0000067423607,12,127,SCI,12.48,12.65,12.565,11.83,12.59,85.99,4.52,6.36,86.73,2.67,7.29,86.95,5.05,8.25,86.24,4.41,6.27,86.98,2.6,7.19,87.19,4.92,8.12,86.115,4.465,6.315,86.855,2.635,7.24,87.07,4.985,8.185,85.82,4.57,6.76,86.61,2.67,7.76,86.82,5.12,8.71,85.83,4.6,6.65,86.61,2.69,7.62,86.82,5.15,8.59,11.5,12,00a0,0.25,0.04,14,7,1,6.8,0.33
Kickstand,MJS0000067310773,12,128,SCI,12.41,12.41,12.41,11.46,12.58,85.83,4.53,6.41,86.57,2.67,7.35,86.79,5.05,8.31,86.06,4.41,6.23,86.8,2.6,7.16,87,4.91,8.08,85.945,4.47,6.32,86.685,2.635,7.255,86.895,4.98,8.195,85.63,4.59,6.77,86.42,2.68,7.76,86.62,5.14,8.72,85.78,4.61,6.62,86.57,2.69,7.6,86.78,5.14,8.56,12.2,12,00a0,0.25,0.04,14,7,1,6.8,0.35
Kickstand,MJS0000067310863,12,129,SCI,12.81,12.5,12.655,12.16,12.67,85.94,4.46,6.24,86.67,2.63,7.15,86.89,4.97,8.1,86.09,4.43,6.28,86.83,2.61,7.21,87.04,4.93,8.14,86.015,4.445,6.26,86.75,2.62,7.18,86.965,4.95,8.12,85.89,4.54,6.62,86.67,2.66,7.6,86.87,5.07,8.55,85.85,4.64,6.64,86.63,2.72,7.61,86.85,5.17,8.59,12.8,12,00a0,0.25,0.04,14,7,1,6.8,0.28
Kickstand,MJS0000067423778,12,130,SCI,12.59,12.4,12.495,11.54,12.77,85.97,4.54,6.37,86.7,2.7,7.28,86.92,5.07,8.26,86.18,4.46,6.29,86.91,2.64,7.24,87.08,4.95,8.11,86.075,4.5,6.33,86.805,2.67,7.26,87,5.01,8.185,85.81,4.61,6.72,86.59,2.69,7.72,86.79,5.11,8.7,85.83,4.65,6.64,86.65,2.74,7.63,86.87,5.18,8.62,11.5,12,00a0,0.25,0.04,14,7,1,6.8,0.33
Kickstand,MJS0000067423620,12,131,SCI,12.96,12.74,12.85,12.51,12.78,86.1,4.47,6.33,86.84,2.63,7.25,87.05,4.99,8.19,86.23,4.45,6.31,86.98,2.63,7.24,87.19,4.96,8.18,86.165,4.46,6.32,86.91,2.63,7.245,87.12,4.975,8.185,85.88,4.63,6.85,86.68,2.71,7.86,86.88,5.19,8.83,85.79,4.73,6.83,86.6,2.77,7.83,86.81,5.28,8.82,11.9,12,00a0,0.25,0.04,14,7,1,6.8,0.34
Kickstand,MJS0000067423682,12,132,SCI,13.23,12.86,13.045,12.6,12.57,85.92,4.5,6.36,86.69,2.7,7.31,86.92,5.05,8.27,86.13,4.44,6.28,86.87,2.63,7.22,87.1,4.95,8.12,86.025,4.47,6.32,86.78,2.665,7.265,87.01,5,8.195,85.79,4.62,6.74,86.58,2.69,7.74,86.82,5.15,8.7,85.82,4.64,6.66,86.65,2.7,7.61,86.87,5.16,8.6,11.4,12,00a0,0.25,0.04,14,7,1,6.8,0.34
Bucket,MJS0000067162731,12,133,SCI,11.75,12.52,12.135,12.3,12.9,85.97,4.48,6.17,86.71,2.65,7.09,86.93,5,8.04,86.14,4.43,6.05,86.86,2.61,6.95,87.07,4.92,7.89,86.055,4.455,6.11,86.785,2.63,7.02,87,4.96,7.965,84.81,4.8,6.89,85.62,2.82,7.91,85.85,5.37,8.9,85.7,4.78,6.96,86.51,2.78,7.99,86.73,5.33,8.97,11.6,12,00a0,0.25,0.04,14,7,1,6.8,0.11
Bucket,MJS0000067206933,12,134,SCI,11.87,12.46,12.165,11.7,12,85.95,4.5,6.24,86.69,2.65,7.17,86.91,5.01,8.12,86.11,4.48,6.16,86.85,2.64,7.08,87.06,4.98,8.03,86.03,4.49,6.2,86.77,2.645,7.125,86.985,4.995,8.075,84.99,4.8,6.93,85.8,2.81,7.95,86.03,5.37,8.94,85.49,4.87,7.14,86.32,2.83,8.21,86.54,5.44,9.2,11.7,12,00a0,0.25,0.04,14,7,1,6.8,0.19
Bucket,MJS0000067101495,12,135,SCI,13.01,13.26,13.135,12.5,12.3,86.57,4.37,6.12,87.3,2.57,7.03,87.51,4.87,7.96,86.56,4.43,6.18,87.29,2.6,7.09,87.5,4.92,8.04,86.565,4.4,6.15,87.295,2.585,7.06,87.505,4.895,8,85.49,4.75,6.9,86.3,2.78,7.93,86.53,5.31,8.91,85.27,4.8,7.08,86.09,2.79,8.14,86.31,5.37,9.12,11.1,12,00a0,0.25,0.04,14,7,1,6.8,0.19
Bucket,MJS0000067162741,12,136,SCI,12.17,12.62,12.395,12.2,12.9,86.02,4.44,6.23,86.76,2.61,7.16,86.97,4.96,8.09,86.12,4.46,6.2,86.85,2.62,7.12,87.07,4.96,8.06,86.07,4.45,6.215,86.805,2.615,7.14,87.02,4.96,8.075,85.27,4.75,6.93,86.08,2.77,7.96,86.3,5.32,8.94,86.33,4.84,7.15,87.16,2.81,8.21,87.38,5.41,9.21,12.4,12,00a0,0.25,0.04,14,7,1,6.8,0.22
Bucket,MJS0000067384252,12,137,SCI,12.59,12.73,12.66,13.5,13.4,86.35,4.39,6.25,87.08,2.58,7.17,87.29,4.91,8.1,86.39,4.4,6.19,87.12,2.59,7.1,87.33,4.9,8.03,86.37,4.395,6.22,87.1,2.585,7.135,87.31,4.905,8.065,85.3,4.66,6.76,86.1,2.72,7.75,86.31,5.19,8.73,86.52,4.98,7.01,87.34,2.92,8.04,87.58,5.55,9.09,11.9,12,00a0,0.25,0.04,14,7,1,6.8,0.26
Bucket,MJS0000067063568,12,138,SCI,11.95,12.69,12.32,12.4,13.6,86.08,4.44,6.2,86.81,2.62,7.12,87.02,4.96,8.06,86.17,4.42,6.15,86.89,2.61,7.06,87.11,4.93,7.99,86.125,4.43,6.175,86.85,2.615,7.09,87.065,4.945,8.025,84.84,4.73,6.83,85.64,2.76,7.85,85.86,5.27,8.83,86.78,4.74,6.98,87.59,2.75,8.01,87.8,5.29,8.99,12,12,00a0,0.25,0.04,14,7,1,6.8,0.18
Kickstand,MJS0000067129675,13,139,SCI,13.08,12.52,12.8,11.69,12.06,85.91,3.97,3.14,86.32,2.48,3.52,86.6,4.33,4.49,86.05,3.92,3.13,86.49,2.46,3.56,86.72,4.3,4.5,85.98,3.945,3.135,86.405,2.47,3.54,86.66,4.315,4.495,85.57,4.08,3.43,86.05,2.58,3.93,86.29,4.52,4.92,85.56,4.11,3.36,86.04,2.59,3.83,86.3,4.53,4.82,11.3,13,−+−−,0.2,0.048,14,5.6,1,6.8,3.81
Kickstand,MJS0000066250544,13,140,SCI,12.67,12.52,12.595,11.23,11.77,86.17,3.82,3.07,86.56,2.41,3.48,86.86,4.23,4.39,86.24,3.87,3.1,86.66,2.4,3.55,86.9,4.24,4.48,86.205,3.845,3.085,86.61,2.405,3.515,86.88,4.235,4.435,85.64,4.03,3.42,86.11,2.49,3.86,86.4,4.43,4.81,85.65,4.14,3.48,86.09,2.59,3.94,86.34,4.54,4.95,12.4,13,−+−−,0.2,0.048,14,5.6,1,6.8,3.81
Kickstand,MJS0000066043573,13,141,SCI,12.81,12.37,12.59,11.35,12.01,85.87,3.94,3.11,86.27,2.47,3.54,86.55,4.33,4.48,85.99,3.9,3.14,86.4,2.44,3.57,86.67,4.28,4.51,85.93,3.92,3.125,86.335,2.455,3.555,86.61,4.305,4.495,85.45,4.16,3.53,85.9,2.59,4.01,86.19,4.6,5.02,85.5,4.14,3.41,85.94,2.58,3.87,86.22,4.57,4.88,12.3,13,−+−−,0.2,0.048,14,5.6,1,6.8,3.81
Kickstand,MJS0000066030335,13,142,SCI,12.95,12.52,12.735,11.82,12.07,86.16,3.88,3.05,86.56,2.43,3.46,86.82,4.25,4.41,86.25,3.87,3.1,86.67,2.42,3.53,86.93,4.24,4.47,86.205,3.875,3.075,86.615,2.425,3.495,86.875,4.245,4.44,85.83,4.05,3.45,86.28,2.51,3.93,86.55,4.47,4.91,85.76,4.1,3.35,86.2,2.55,3.81,86.48,4.51,4.8,11.2,13,−+−−,0.2,0.048,14,5.6,1,6.8,3.85
Kickstand,MJS0000066247781,13,143,SCI,12.32,12.17,12.245,11.07,11.67,85.92,3.95,3.12,86.33,2.48,3.54,86.6,4.34,4.5,86.1,3.88,3.08,86.5,2.43,3.51,86.77,4.25,4.45,86.01,3.915,3.1,86.415,2.455,3.525,86.685,4.295,4.475,85.67,4.02,3.33,86.1,2.51,3.79,86.37,4.44,4.77,85.66,4.04,3.28,86.09,2.52,3.72,86.37,4.45,4.7,11.1,13,−+−−,0.2,0.048,14,5.6,1,6.8,3.84
Kickstand,MJS0000066030898,13,144,SCI,12.2,11.95,12.075,10.99,11.57,85.6,3.95,3.11,86,2.48,3.53,86.28,4.34,4.49,85.79,3.85,3.1,86.2,2.41,3.53,86.46,4.23,4.46,85.695,3.9,3.105,86.1,2.445,3.53,86.37,4.285,4.475,85.27,4.05,3.4,85.7,2.53,3.86,85.98,4.48,4.85,85.28,4.09,3.34,85.72,2.55,3.8,86,4.51,4.79,11.5,13,−+−−,0.2,0.048,14,5.6,1,6.8,3.83
Bucket,MJS0000067100928,13,145,SCI,12.9,12.92,12.91,11.4,11.5,86.27,3.84,3.02,86.67,2.41,3.44,86.94,4.22,4.38,86.24,3.87,3,86.64,2.43,3.41,86.91,4.23,4.36,86.255,3.855,3.01,86.655,2.42,3.425,86.925,4.225,4.37,85.24,4.05,3.69,85.69,2.51,4.21,85.97,4.53,5.16,84.81,4.14,3.82,85.28,2.54,4.35,85.56,4.6,5.33,10.2,13,−+−−,0.2,0.048,14,5.6,1,6.8,3.94
Bucket,MJS0000066266502,13,146,SCI,12.35,12.71,12.53,10.6,10.6,86.34,3.88,2.96,86.74,2.42,3.37,87,4.23,4.33,86.37,3.89,2.95,86.77,2.43,3.35,87.03,4.23,4.31,86.355,3.885,2.955,86.755,2.425,3.36,87.015,4.23,4.32,85.15,4.09,3.58,85.61,2.53,4.07,85.89,4.53,5.05,85.21,4.17,3.7,85.67,2.56,4.21,85.95,4.61,5.21,10.8,13,−+−−,0.2,0.048,14,5.6,1,6.8,4.05
Bucket,MJS0000066240358,13,147,SCI,12.2,12.85,12.525,10.4,10.8,86.11,3.8,2.88,86.5,2.38,3.29,86.77,4.15,4.22,86.19,3.83,2.9,86.58,2.4,3.31,86.84,4.17,4.24,86.15,3.815,2.89,86.54,2.39,3.3,86.805,4.16,4.23,85.04,4.09,3.61,85.49,2.53,4.11,85.77,4.52,5.08,85.43,4.18,3.72,85.89,2.57,4.24,86.17,4.61,5.24,11.2,13,−+−−,0.2,0.048,14,5.6,1,6.8,4.1
Bucket,MJS0000067100812,13,148,SCI,12.12,12.72,12.42,12.1,12.5,86.3,3.89,3.02,86.7,2.43,3.45,86.97,4.26,4.41,86.44,3.84,2.96,86.84,2.39,3.38,87.1,4.18,4.31,86.37,3.865,2.99,86.77,2.41,3.415,87.035,4.22,4.36,84.86,4.11,3.56,85.32,2.55,4.05,85.6,4.55,5.04,84.39,4.12,3.75,84.85,2.53,4.27,85.13,4.58,5.25,12,13,−+−−,0.2,0.048,14,5.6,1,6.8,3.98
Kickstand,MJS0000067423657,14,149,SCI,12.7,12.7,12.7,12.04,12.36,85.79,4.53,6.33,86.52,2.67,7.24,86.75,5.09,8.21,86.02,4.4,6.23,86.75,2.59,7.14,86.97,4.94,8.07,85.905,4.465,6.28,86.635,2.63,7.19,86.86,5.015,8.14,85.64,4.63,6.44,86.39,2.72,7.37,86.62,5.19,8.36,85.61,4.67,6.38,86.36,2.75,7.31,86.59,5.23,8.3,12.3,14,A000,0.3,0.04,15,7,1,6.8,0.31
Kickstand,MJS0000067310715,14,150,SCI,12.82,12.76,12.79,11.65,12.68,85.63,4.52,6.24,86.36,2.67,7.14,86.59,5.06,8.11,85.82,4.42,6.17,86.55,2.6,7.07,86.77,4.94,8.01,85.725,4.47,6.205,86.455,2.635,7.105,86.68,5,8.06,85.41,4.65,6.37,86.16,2.74,7.31,86.39,5.2,8.3,85.46,4.67,6.26,86.21,2.76,7.17,86.44,5.21,8.17,11.1,14,A000,0.3,0.04,15,7,1,6.8,0.27
Kickstand,MJS0000067207650,14,151,SCI,13.37,13.23,13.3,12.52,12.95,85.85,4.47,6.2,86.56,2.64,7.1,86.79,5.01,8.05,86.02,4.42,6.22,86.75,2.6,7.13,86.97,4.94,8.06,85.935,4.445,6.21,86.655,2.62,7.115,86.88,4.975,8.055,85.56,4.72,6.56,86.33,2.77,7.51,86.56,5.28,8.52,85.59,4.74,6.39,86.35,2.79,7.32,86.59,5.29,8.34,12.5,14,A000,0.3,0.04,15,7,1,6.8,0.24
Kickstand,MJS0000067343192,14,152,SCI,13.23,13.02,13.125,12.48,12.41,85.83,4.47,6.17,86.54,2.64,7.06,86.77,5.01,8.02,85.96,4.46,6.22,86.69,2.63,7.13,86.91,4.98,8.08,85.895,4.465,6.195,86.615,2.635,7.095,86.84,4.995,8.05,85.48,4.77,6.58,86.25,2.81,7.53,86.49,5.33,8.56,85.46,4.78,6.43,86.22,2.82,7.36,86.47,5.34,8.39,11.8,14,A000,0.3,0.04,15,7,1,6.8,0.22
Kickstand,MJS0000067423838,14,153,SCI,12.34,12.3,12.32,11.26,11.87,85.78,4.51,6.28,86.53,2.7,7.13,86.76,5.07,8.14,85.96,4.47,6.24,86.71,2.66,7.16,86.94,4.96,8.08,85.87,4.49,6.26,86.62,2.68,7.145,86.85,5.015,8.11,85.55,4.73,6.49,86.29,2.76,7.45,86.53,5.26,8.46,85.53,4.73,6.42,86.32,2.83,7.34,86.57,5.29,8.35,10.8,14,A000,0.3,0.04,15,7,1,6.8,0.28
Kickstand,MJS0000067207876,14,154,SCI,12.91,12.53,12.72,12,12.14,85.59,4.5,6.2,86.35,2.69,7.1,86.58,5.05,8.07,85.72,4.54,6.28,86.46,2.66,7.2,86.67,5.03,8.14,85.655,4.52,6.24,86.405,2.675,7.15,86.625,5.04,8.105,84.44,4.7,6.54,85.18,2.79,7.53,85.41,5.26,8.5,85.34,4.67,6.18,86.08,2.76,7.05,86.36,5.21,8.05,10.5,14,A000,0.3,0.04,15,7,1,6.8,0.31
Bucket,MJS0000067343503,14,155,SCI,12.56,13.09,12.825,12.6,13.4,85.91,4.51,6.16,86.64,2.66,7.06,86.86,5.04,8.04,86.02,4.46,6.06,86.73,2.62,6.96,86.95,4.97,7.91,85.965,4.485,6.11,86.685,2.64,7.01,86.905,5.005,7.975,84.31,4.83,6.67,85.09,2.85,7.64,85.34,5.44,8.65,83.97,4.83,6.71,84.73,2.83,7.69,84.98,5.43,8.7,10.3,14,A000,0.3,0.04,15,7,1,6.8,0.14
Bucket,MJS0000067162580,14,156,SCI,13.18,13.49,13.335,13,13.4,86.19,4.36,5.99,86.9,2.57,6.88,87.12,4.88,7.81,86.15,4.42,6.07,86.87,2.6,6.96,87.09,4.94,7.9,86.17,4.39,6.03,86.885,2.585,6.92,87.105,4.91,7.855,85.06,4.86,6.56,85.83,2.87,7.52,86.08,5.44,8.55,84.85,4.91,6.7,85.63,2.88,7.67,85.88,5.5,8.72,11.5,14,A000,0.3,0.04,15,7,1,6.8,0.07
Bucket,MJS0000067207127,14,157,SCI,13.15,13.33,13.24,12.8,12.5,86.11,4.44,6.1,86.83,2.61,6.99,87.05,4.97,7.95,86.05,4.52,6.17,86.78,2.66,7.08,87,5.04,8.05,86.08,4.48,6.135,86.805,2.635,7.035,87.025,5.005,8,84.6,4.84,6.62,85.37,2.87,7.59,85.63,5.45,8.6,84.96,4.9,6.72,85.74,2.88,7.7,85.99,5.49,8.73,11.4,14,A000,0.3,0.04,15,7,1,6.8,0.12
Bucket,MJS0000067343581,14,158,SCI,12.08,12.4,12.24,12.6,12.3,86.03,4.41,6.01,86.74,2.6,6.9,86.96,4.94,7.85,86.04,4.46,6.07,86.75,2.63,6.96,86.98,4.98,7.92,86.035,4.435,6.04,86.745,2.615,6.93,86.97,4.96,7.885,84.4,4.84,6.67,85.18,2.85,7.65,85.43,5.45,8.66,84.09,4.9,6.75,84.86,2.87,7.74,85.12,5.5,8.77,11.2,14,A000,0.3,0.04,15,7,1,6.8,0.1
Bucket,MJS0000067343569,14,159,SCI,11.67,12.38,12.025,11.9,12.8,85.89,4.47,6.1,86.61,2.63,6.99,86.83,5.01,7.95,86.08,4.43,6.05,86.79,2.61,6.93,87.01,4.95,7.89,85.985,4.45,6.075,86.7,2.62,6.96,86.92,4.98,7.92,84.83,4.86,6.61,85.61,2.86,7.58,85.86,5.45,8.61,84.93,4.83,6.62,85.7,2.83,7.59,85.95,5.41,8.61,12.3,14,A000,0.3,0.04,15,7,1,6.8,0.12
Bucket,MJS0000067207173,14,160,SCI,11.83,12.55,12.19,11.8,13,85.96,4.49,6.18,86.68,2.64,7.09,86.91,5.03,8.05,86.09,4.47,6.14,86.81,2.63,7.03,87.04,5,7.99,86.025,4.48,6.16,86.745,2.635,7.06,86.975,5.015,8.02,84.85,4.84,6.51,85.62,2.86,7.47,85.87,5.41,8.5,85.92,4.88,6.66,86.69,2.86,7.63,86.94,5.45,8.67,12.2,14,A000,0.3,0.04,15,7,1,6.8,0.15
Kickstand,MJS0000067423809,15,161,SCI,12.92,12.53,12.725,12.05,12.31,86,4.59,5.75,86.69,2.78,6.6,86.92,5.07,7.59,86.04,4.64,5.89,86.76,2.8,6.78,86.99,5.11,7.76,86.02,4.615,5.82,86.725,2.79,6.69,86.955,5.09,7.675,85.62,4.96,6.69,86.42,2.96,7.67,86.65,5.49,8.73,85.6,4.96,6.53,86.39,2.97,7.5,86.63,5.49,8.55,11,15,++−−,0.3,0.048,14,5.6,1,6.8,0.55
Kickstand,MJS0000067423816,15,162,SCI,13.18,12.77,12.975,12.33,12.71,86.14,4.6,5.78,86.84,2.78,6.63,87.07,5.07,7.62,86.23,4.6,5.88,86.95,2.78,6.76,87.18,5.06,7.74,86.185,4.6,5.83,86.895,2.78,6.695,87.125,5.065,7.68,85.77,4.89,6.58,86.56,2.92,7.56,86.79,5.41,8.59,85.74,4.94,6.48,86.53,2.96,7.44,86.76,5.45,8.49,10.8,15,++−−,0.3,0.048,14,5.6,1,6.8,0.51
Kickstand,MJS0000067423613,15,163,SCI,12.13,12.1,12.115,11.12,11.96,85.64,4.8,6.09,86.36,2.9,6.99,86.61,5.31,8.01,85.9,4.68,5.98,86.62,2.83,6.88,86.85,5.17,7.87,85.77,4.74,6.035,86.49,2.865,6.935,86.73,5.24,7.94,85.47,4.9,6.4,86.24,2.95,7.35,86.47,5.43,8.4,85.58,4.88,6.27,86.34,2.93,7.2,86.58,5.4,8.23,11.5,15,++−−,0.3,0.048,14,5.6,1,6.8,0.54
Kickstand,MJS0000067423787,15,164,SCI,12.75,12.68,12.715,12.04,12.82,86.04,4.71,5.97,86.76,2.84,6.85,86.99,5.19,7.86,86.22,4.62,5.93,86.94,2.79,6.81,87.16,5.09,7.79,86.13,4.665,5.95,86.85,2.815,6.83,87.075,5.14,7.825,85.85,4.83,6.39,86.62,2.89,7.34,86.85,5.33,8.37,85.85,4.87,6.29,86.62,2.92,7.23,86.85,5.37,8.26,10.4,15,++−−,0.3,0.048,14,5.6,1,6.8,0.47
Kickstand,MJS0000067423796,15,165,SCI,13.25,13.04,13.145,12.77,12.55,85.98,4.73,5.91,86.66,2.87,6.8,86.93,5.21,7.81,86.15,4.67,5.93,86.85,2.85,6.85,87.05,5.15,7.8,86.065,4.7,5.92,86.755,2.86,6.825,86.99,5.18,7.805,85.73,4.92,6.56,86.51,2.97,7.53,86.71,5.44,8.53,85.71,4.94,6.42,86.47,2.98,7.38,86.71,5.45,8.42,11.3,15,++−−,0.3,0.048,14,5.6,1,6.8,0.56
Kickstand,MJS0000067423847,15,166,SCI,12.76,12.74,12.75,11.4,12.3,85.98,4.61,5.74,86.68,2.78,6.63,86.94,5.05,7.56,86.03,4.69,6.08,86.72,2.81,7.01,86.98,5.15,7.99,86.005,4.65,5.91,86.7,2.795,6.82,86.96,5.1,7.775,85.41,4.9,6.53,86.18,2.98,7.49,86.41,5.45,8.51,85.58,4.93,6.5,86.36,2.96,7.46,86.6,5.46,8.48,11.5,15,++−−,0.3,0.048,14,5.6,1,6.8,0.5
Bucket,MJS0000067345903,15,167,SCI,11.5,12.16,11.83,11.9,12.6,85.63,4.75,5.99,86.36,2.87,6.89,86.6,5.25,7.91,85.79,4.71,5.93,86.51,2.84,6.82,86.74,5.19,7.82,85.71,4.73,5.96,86.435,2.855,6.855,86.67,5.22,7.865,84.35,5.09,7.01,85.18,3.03,8.06,85.43,5.67,9.1,83.56,5.03,6.94,84.37,2.99,7.98,84.62,5.61,9.01,11.4,15,++−−,0.3,0.048,14,5.6,1,6.8,0.59
Bucket,MJS0000067128927,15,168,SCI,11.78,12.28,12.03,11.8,12.7,85.82,4.71,5.93,86.54,2.84,6.82,86.78,5.2,7.83,85.91,4.7,5.87,86.63,2.84,6.75,86.87,5.17,7.76,85.865,4.705,5.9,86.585,2.84,6.785,86.825,5.185,7.795,84.61,5.11,6.99,85.44,3.05,8.04,85.69,5.68,9.09,84.69,5.21,7.17,85.53,3.09,8.25,85.78,5.78,9.32,12.4,15,++−−,0.3,0.048,14,5.6,1,6.8,0.6
Bucket,MJS0000067100997,15,169,SCI,12.71,12.88,12.795,12.6,13.1,86.15,4.55,5.76,86.85,2.75,6.63,87.08,5.03,7.6,86.12,4.63,5.8,86.83,2.8,6.67,87.06,5.1,7.66,86.135,4.59,5.78,86.84,2.775,6.65,87.07,5.065,7.63,84.37,5.02,7,85.19,2.99,8.05,85.44,5.62,9.07,83.13,5.08,7.1,83.95,3.02,8.16,84.2,5.67,9.2,12.5,15,++−−,0.3,0.048,14,5.6,1,6.8,0.56
